## blobtools v1.0
## assembly	: /p200/wuzhy_group/luobw/data/jellywasp/1_blobtools/3_bwa_pilon/s2_pilon/pilon1.fasta
## coverage	: bam0 - /p200/wuzhy_group/luobw/data/jellywasp/1_blobtools/4_mapping_to_polished_contig/minimap2_pacbio/pacbio_raw.vs.pilon1.bam
## taxonomy	: tax0 - /p200/wuzhy_group/luobw/data/jellywasp/1_blobtools/5_blast_polished_contig/10hit_blast_result/10_hits_all.out
## nodesDB	: /p200/wuzhy_group/luobw/software/blobtools-master/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
ctg325|arrow|pilon	103543	0.5527	0	19.612	Proteobacteria	1325300.0	0
ctg326|arrow|pilon	56453	0.588	0	18.224	Proteobacteria	566723.0	0
ctg327|arrow|pilon	88051	0.3356	0	8.49	Spirochaetes	1006.0	3
ctg328|arrow|pilon	32341	0.6055	0	245.033	Proteobacteria	5190.0	0
ctg329|arrow|pilon	37514	0.6886	0	12.172	Proteobacteria	324496.0	0
ctg330|arrow|pilon	88026	0.6948	0	11.091	Proteobacteria	608357.0	0
ctg331|arrow|pilon	64656	0.3358	0	8.941	Mucoromycota	209.0	0
ctg332|arrow|pilon	109841	0.6429	0	13.608	Proteobacteria	228929.0	0
ctg333|arrow|pilon	78122	0.3262	0	30.937	no-hit	0.0	0
ctg334|arrow|pilon	35288	0.6195	0	6.791	Proteobacteria	234920.0	0
ctg335|arrow|pilon	50724	0.3413	0	10.884	no-hit	0.0	0
ctg336|arrow|pilon	79380	0.6771	0	9.448	Proteobacteria	140859.0	0
ctg337|arrow|pilon	44676	0.256	0	37.007	Proteobacteria	8703.0	0
ctg338|arrow|pilon	28943	0.565	0	88.96	Proteobacteria	90017.0	0
ctg339|arrow|pilon	104579	0.5794	0	14.597	Proteobacteria	704369.0	0
ctg340|arrow|pilon	26851	0.6004	0	40.361	Proteobacteria	43355.0	0
ctg341|arrow|pilon	83706	0.3344	0	12.698	no-hit	0.0	0
ctg342|arrow|pilon	30273	0.6799	0	7.89	Proteobacteria	27047.0	0
ctg343|arrow|pilon	33158	0.5144	0	47.749	no-hit	0.0	0
ctg344|arrow|pilon	36521	0.3377	0	14.311	Proteobacteria	6207.0	0
ctg345|arrow|pilon	57618	0.5622	0	19.784	Proteobacteria	1029659.0	0
ctg346|arrow|pilon	28951	0.5781	0	20.693	Proteobacteria	254903.0	0
ctg347|arrow|pilon	28753	0.3322	0	14.756	Arthropoda	2282.0	0
ctg348|arrow|pilon	65366	0.3299	0	8.662	no-hit	0.0	0
ctg349|arrow|pilon	37374	0.6405	0	7.711	Proteobacteria	15882.0	1
ctg350|arrow|pilon	33710	0.6933	0	8.142	Proteobacteria	55239.0	0
ctg351|arrow|pilon	27750	0.6244	0	37.524	Proteobacteria	25107.0	0
ctg352|arrow|pilon	67277	0.6554	0	7.641	Proteobacteria	323703.0	0
ctg353|arrow|pilon	28124	0.6825	0	11.202	Proteobacteria	62036.0	0
ctg354|arrow|pilon	31463	0.6963	0	11.537	Proteobacteria	71052.0	0
ctg355|arrow|pilon	139834	0.3377	0	8.919	Eukaryota-undef	5511.0	2
ctg356|arrow|pilon	28029	0.5293	0	32.867	Proteobacteria	71243.0	0
ctg357|arrow|pilon	28311	0.6509	0	13.504	Proteobacteria	65118.0	0
ctg358|arrow|pilon	36778	0.3362	0	8.862	Proteobacteria	246.0	0
ctg359|arrow|pilon	58421	0.6245	0	6.987	Proteobacteria	405015.0	0
ctg360|arrow|pilon	91406	0.3281	0	9.676	Proteobacteria	1788.0	0
ctg361|arrow|pilon	31418	0.5832	0	16.278	Proteobacteria	229669.0	0
ctg362|arrow|pilon	24201	0.4264	0	7.883	Proteobacteria	66153.0	0
ctg363|arrow|pilon	68467	0.5538	0	23.957	Proteobacteria	1082036.0	0
ctg364|arrow|pilon	26585	0.3367	0	9.359	Streptophyta	1946.0	2
ctg365|arrow|pilon	56807	0.6287	0	5.584	Proteobacteria	297564.0	0
ctg366|arrow|pilon	58018	0.7008	0	13.781	Proteobacteria	245933.0	0
ctg367|arrow|pilon	53201	0.3318	0	8.531	no-hit	0.0	0
ctg368|arrow|pilon	63100	0.2403	0	56.59	no-hit	0.0	0
ctg369|arrow|pilon	97837	0.5847	0	15.234	Proteobacteria	581905.0	0
ctg370|arrow|pilon	27707	0.2787	0	52.741	no-hit	0.0	0
ctg371|arrow|pilon	39978	0.6271	0	10.713	Proteobacteria	92416.0	0
ctg372|arrow|pilon	31364	0.6533	0	7.665	Proteobacteria	108570.0	0
ctg373|arrow|pilon	32492	0.6519	0	7.107	Proteobacteria	163444.0	0
ctg374|arrow|pilon	64065	0.6101	0	9.296	Proteobacteria	252734.0	0
ctg375|arrow|pilon	65173	0.3428	0	8.513	Proteobacteria	1220.0	0
ctg376|arrow|pilon	25422	0.6091	0	11.689	Proteobacteria	233734.0	0
ctg377|arrow|pilon	88371	0.3252	0	9.431	Cnidaria	2812.0	2
ctg378|arrow|pilon	32451	0.558	0	10.466	Proteobacteria	182426.0	0
ctg379|arrow|pilon	26552	0.3361	0	7.776	no-hit	0.0	0
ctg380|arrow|pilon	50734	0.6693	0	10.107	Proteobacteria	125516.0	0
ctg381|arrow|pilon	46579	0.6624	0	9.5	Proteobacteria	274497.0	0
ctg382|arrow|pilon	42310	0.6511	0	6.992	Proteobacteria	239847.0	0
ctg383|arrow|pilon	143294	0.6449	0	8.087	Proteobacteria	878288.0	0
ctg384|arrow|pilon	27021	0.2979	0	59.668	no-hit	0.0	0
ctg385|arrow|pilon	25669	0.6691	0	7.716	Proteobacteria	23208.0	0
ctg386|arrow|pilon	103664	0.3162	0	10.786	Ascomycota	1496.0	4
ctg387|arrow|pilon	31223	0.6337	0	7.318	Proteobacteria	50672.0	0
ctg388|arrow|pilon	24721	0.3253	0	10.491	no-hit	0.0	0
ctg389|arrow|pilon	25477	0.3316	0	9.064	no-hit	0.0	0
ctg390|arrow|pilon	34480	0.5597	0	15.37	Proteobacteria	287112.0	0
ctg391|arrow|pilon	25822	0.3343	0	13.452	no-hit	0.0	0
ctg392|arrow|pilon	43944	0.6885	0	8.604	Proteobacteria	73686.0	0
ctg393|arrow|pilon	32750	0.3303	0	9.476	no-hit	0.0	0
ctg394|arrow|pilon	27134	0.6239	0	8.799	Proteobacteria	118002.0	0
ctg395|arrow|pilon	35932	0.5824	0	7.131	Proteobacteria	276959.0	0
ctg396|arrow|pilon	36613	0.3328	0	12.073	no-hit	0.0	0
ctg397|arrow|pilon	29428	0.6662	0	11.544	Proteobacteria	33084.0	0
ctg398|arrow|pilon	45777	0.6006	0	13.438	Proteobacteria	379447.0	0
ctg399|arrow|pilon	25058	0.705	0	18.516	Proteobacteria	27677.0	0
ctg400|arrow|pilon	125236	0.328	0	8.582	no-hit	0.0	0
ctg401|arrow|pilon	84700	0.3332	0	26.076	Proteobacteria	7761.0	0
ctg402|arrow|pilon	31721	0.604	0	26.886	Proteobacteria	213545.0	0
ctg403|arrow|pilon	81548	0.7026	0	9.246	Proteobacteria	71869.0	0
ctg404|arrow|pilon	32878	0.3346	0	10.45	no-hit	0.0	0
ctg405|arrow|pilon	24416	0.593	0	8.968	Proteobacteria	99721.0	0
ctg406|arrow|pilon	36542	0.3429	0	9.757	Proteobacteria	601.0	3
ctg407|arrow|pilon	24299	0.6788	0	8.024	Proteobacteria	100666.0	0
ctg408|arrow|pilon	23937	0.3279	0	13.014	Proteobacteria	5636.0	0
ctg409|arrow|pilon	47555	0.5781	0	20.555	Proteobacteria	520072.0	0
ctg410|arrow|pilon	71830	0.6803	0	7.083	Proteobacteria	106107.0	0
ctg411|arrow|pilon	90540	0.3273	0	12.134	no-hit	0.0	0
ctg412|arrow|pilon	44476	0.3275	0	10.61	no-hit	0.0	0
ctg413|arrow|pilon	36858	0.6767	0	8.391	Proteobacteria	66801.0	1
ctg414|arrow|pilon	26421	0.6787	0	7.197	Proteobacteria	50335.0	0
ctg415|arrow|pilon	74459	0.6592	0	9.238	Proteobacteria	295203.0	0
ctg416|arrow|pilon	77996	0.6325	0	5.951	Proteobacteria	67749.0	1
ctg417|arrow|pilon	103228	0.329	0	11.106	Eukaryota-undef	945.0	3
ctg418|arrow|pilon	31512	0.3318	0	9.321	no-hit	0.0	0
ctg419|arrow|pilon	41260	0.3262	0	9.943	Arthropoda	195.0	1
ctg420|arrow|pilon	57500	0.3336	0	14.175	no-hit	0.0	0
ctg421|arrow|pilon	22880	0.3255	0	10.472	no-hit	0.0	0
ctg422|arrow|pilon	42889	0.7083	0	10.904	Proteobacteria	276767.0	0
ctg423|arrow|pilon	36018	0.5589	0	211.776	Bacteria-undef	13583.0	1
ctg424|arrow|pilon	89009	0.3334	0	10.969	Apicomplexa	250.0	1
ctg425|arrow|pilon	29574	0.3414	0	9.998	Ascomycota	1022.0	4
ctg426|arrow|pilon	36130	0.6403	0	8.643	Proteobacteria	183129.0	0
ctg427|arrow|pilon	26520	0.5987	0	16.726	Proteobacteria	215609.0	0
ctg428|arrow|pilon	23600	0.6096	0	18.775	Proteobacteria	193036.0	0
ctg429|arrow|pilon	22671	0.3339	0	8.907	no-hit	0.0	0
ctg430|arrow|pilon	68973	0.3229	0	10.454	no-hit	0.0	0
ctg431|arrow|pilon	22557	0.6636	0	8.019	Proteobacteria	31523.0	1
ctg432|arrow|pilon	20875	0.6576	0	43.498	Actinobacteria	6593.0	0
ctg433|arrow|pilon	43135	0.5923	0	20.193	Proteobacteria	374900.0	0
ctg435|arrow|pilon	37130	0.5385	0	8.57	Proteobacteria	121847.0	0
ctg436|arrow|pilon	22813	0.3397	0	36.269	no-hit	0.0	0
ctg434|arrow|pilon	22023	0.2836	0	72.288	no-hit	0.0	0
ctg437|arrow|pilon	44705	0.329	0	8.964	no-hit	0.0	0
ctg438|arrow|pilon	40398	0.6727	0	10.461	Proteobacteria	63261.0	0
ctg439|arrow|pilon	34056	0.3453	0	7.161	no-hit	0.0	0
ctg440|arrow|pilon	22338	0.6615	0	9.352	Proteobacteria	45620.0	0
ctg441|arrow|pilon	55171	0.3376	0	8.566	Eukaryota-undef	10288.0	0
ctg442|arrow|pilon	19979	0.2046	0	86.311	no-hit	0.0	0
ctg443|arrow|pilon	59557	0.5688	0	21.304	Proteobacteria	674851.0	0
ctg444|arrow|pilon	32844	0.3336	0	6.636	no-hit	0.0	0
ctg445|arrow|pilon	97731	0.7127	0	8.296	Proteobacteria	103616.0	0
ctg446|arrow|pilon	19476	0.6316	0	21.05	Actinobacteria	6252.0	0
ctg447|arrow|pilon	21470	0.7167	0	6.744	Proteobacteria	23330.0	0
ctg448|arrow|pilon	21885	0.5533	0	9.856	Proteobacteria	149568.0	0
ctg449|arrow|pilon	50979	0.568	0	17.514	Proteobacteria	466203.0	0
ctg450|arrow|pilon	56058	0.576	0	14.81	Proteobacteria	424496.0	0
ctg451|arrow|pilon	40346	0.6771	0	8.12	Proteobacteria	17224.0	0
ctg452|arrow|pilon	83902	0.3356	0	10.245	no-hit	0.0	0
ctg453|arrow|pilon	58518	0.3261	0	7.891	no-hit	0.0	0
ctg454|arrow|pilon	31782	0.6946	0	7.609	Proteobacteria	18131.0	0
ctg455|arrow|pilon	46500	0.3302	0	11.973	no-hit	0.0	0
ctg456|arrow|pilon	31412	0.5732	0	9.069	Proteobacteria	226926.0	0
ctg458|arrow|pilon	21602	0.5955	0	15.266	Proteobacteria	196944.0	0
ctg457|arrow|pilon	26336	0.6102	0	13.649	Proteobacteria	59862.0	0
ctg459|arrow|pilon	22624	0.6201	0	8.254	Proteobacteria	116934.0	0
ctg460|arrow|pilon	21737	0.3216	0	9.169	no-hit	0.0	0
ctg461|arrow|pilon	21723	0.3431	0	7.94	no-hit	0.0	0
ctg462|arrow|pilon	21414	0.6605	0	6.832	Proteobacteria	51001.0	1
ctg463|arrow|pilon	36175	0.6767	0	11.433	Actinobacteria	22714.0	1
ctg464|arrow|pilon	21744	0.3507	0	11.043	no-hit	0.0	0
ctg465|arrow|pilon	91139	0.685	0	8.553	Proteobacteria	165210.0	0
ctg466|arrow|pilon	62880	0.5822	0	12.781	Proteobacteria	479524.0	0
ctg467|arrow|pilon	21768	0.5686	0	15.736	Proteobacteria	233393.0	0
ctg468|arrow|pilon	20546	0.681	0	7.87	Proteobacteria	9148.0	1
ctg469|arrow|pilon	20526	0.6637	0	7.625	Proteobacteria	87233.0	0
ctg470|arrow|pilon	60218	0.3311	0	9.856	Nematoda	1957.0	0
ctg471|arrow|pilon	35445	0.3275	0	8.979	no-hit	0.0	0
ctg472|arrow|pilon	71148	0.2229	0	148.623	no-hit	0.0	0
ctg473|arrow|pilon	20439	0.5258	0	10.832	Proteobacteria	46519.0	0
ctg474|arrow|pilon	20602	0.6793	0	8.312	Proteobacteria	34966.0	0
ctg475|arrow|pilon	21172	0.3327	0	9.485	no-hit	0.0	0
ctg476|arrow|pilon	67280	0.6891	0	10.265	Proteobacteria	114173.0	0
ctg477|arrow|pilon	27453	0.6785	0	7.613	Proteobacteria	44571.0	0
ctg478|arrow|pilon	94455	0.337	0	7.534	Proteobacteria	1699.0	0
ctg479|arrow|pilon	19611	0.6181	0	10.033	Proteobacteria	173078.0	0
ctg480|arrow|pilon	32286	0.5909	0	24.493	Proteobacteria	319292.0	0
ctg481|arrow|pilon	18589	0.5767	0	19.535	Proteobacteria	189636.0	0
ctg482|arrow|pilon	26590	0.3293	0	0.983	no-hit	0.0	0
ctg483|arrow|pilon	40785	0.6906	0	6.259	Proteobacteria	10300.0	0
ctg484|arrow|pilon	47766	0.3492	0	10.069	Ascomycota	880.0	1
ctg485|arrow|pilon	69822	0.6845	0	8.843	Proteobacteria	160299.0	0
ctg486|arrow|pilon	23425	0.7019	0	7.404	Proteobacteria	105608.0	0
ctg487|arrow|pilon	36659	0.6443	0	6.352	Proteobacteria	121340.0	1
ctg488|arrow|pilon	35979	0.5865	0	16.089	Proteobacteria	342632.0	0
ctg489|arrow|pilon	40861	0.7065	0	9.849	Proteobacteria	24614.0	0
ctg490|arrow|pilon	75419	0.3229	0	9.2	no-hit	0.0	0
ctg491|arrow|pilon	19601	0.6035	0	20.904	Proteobacteria	170827.0	0
ctg492|arrow|pilon	34219	0.6429	0	9.476	Proteobacteria	243253.0	0
ctg493|arrow|pilon	34916	0.3414	0	8.818	Ascomycota	2241.0	3
ctg494|arrow|pilon	20434	0.5777	0	16.349	Proteobacteria	277788.0	0
ctg495|arrow|pilon	49819	0.5472	0	10.502	Proteobacteria	259295.0	0
ctg496|arrow|pilon	19640	0.6384	0	7.693	Proteobacteria	88547.0	0
ctg497|arrow|pilon	24251	0.6424	0	7.235	Proteobacteria	20685.0	1
ctg498|arrow|pilon	18638	0.5804	0	9.041	Proteobacteria	240002.0	0
ctg499|arrow|pilon	19978	0.3358	0	10.321	Proteobacteria	2614.0	0
ctg500|arrow|pilon	16633	0.5605	0	16.574	Proteobacteria	162881.0	0
ctg501|arrow|pilon	18706	0.3275	0	9.949	no-hit	0.0	0
ctg502|arrow|pilon	18672	0.3236	0	8.982	no-hit	0.0	0
ctg503|arrow|pilon	22503	0.6682	0	5.748	Proteobacteria	113815.0	0
ctg504|arrow|pilon	33338	0.693	0	3.499	Proteobacteria	78602.0	0
ctg505|arrow|pilon	77656	0.6558	0	7.551	Proteobacteria	381286.0	0
ctg506|arrow|pilon	29162	0.6591	0	7.495	Proteobacteria	129433.0	0
ctg507|arrow|pilon	27571	0.4734	0	11.392	Proteobacteria	88407.0	0
ctg508|arrow|pilon	20643	0.5071	0	57.049	no-hit	0.0	0
ctg509|arrow|pilon	72325	0.3218	0	7.887	no-hit	0.0	0
ctg510|arrow|pilon	63505	0.5852	0	13.047	Proteobacteria	364492.0	0
ctg511|arrow|pilon	81133	0.686	0	8.888	Proteobacteria	56798.0	0
ctg512|arrow|pilon	16559	0.6547	0	16.812	Actinobacteria	3834.0	0
ctg513|arrow|pilon	17620	0.6518	0	13.553	no-hit	0.0	0
ctg514|arrow|pilon	29468	0.6452	0	7.308	Proteobacteria	158948.0	0
ctg515|arrow|pilon	18576	0.6681	0	6.663	Proteobacteria	35459.0	0
ctg516|arrow|pilon	25832	0.5491	0	11.288	Proteobacteria	128550.0	0
ctg517|arrow|pilon	38137	0.6471	0	8.795	Proteobacteria	169663.0	0
ctg518|arrow|pilon	18593	0.5592	0	7.937	Proteobacteria	63053.0	0
ctg519|arrow|pilon	17871	0.3489	0	7.675	Arthropoda	2276.0	3
ctg520|arrow|pilon	73564	0.5794	0	10.054	Proteobacteria	537021.0	0
ctg521|arrow|pilon	19442	0.6781	0	8.693	Proteobacteria	52864.0	0
ctg522|arrow|pilon	38000	0.6556	0	6.093	Proteobacteria	122511.0	0
ctg523|arrow|pilon	33703	0.6748	0	11.674	Proteobacteria	79648.0	0
ctg524|arrow|pilon	17666	0.602	0	14.776	Proteobacteria	110867.0	0
ctg525|arrow|pilon	69621	0.584	0	21.574	Proteobacteria	652463.0	0
ctg526|arrow|pilon	30895	0.3457	0	7.553	Proteobacteria	4571.0	0
ctg528|arrow|pilon	18952	0.5254	0	1.036	Proteobacteria	2673.0	0
ctg527|arrow|pilon	33249	0.6879	0	15.347	Proteobacteria	142017.0	0
ctg529|arrow|pilon	29793	0.6845	0	7.054	Proteobacteria	43514.0	0
ctg530|arrow|pilon	17923	0.591	0	11.808	Proteobacteria	166827.0	0
ctg531|arrow|pilon	17562	0.3478	0	8.293	no-hit	0.0	0
ctg532|arrow|pilon	17883	0.584	0	27.611	Proteobacteria	149515.0	0
ctg533|arrow|pilon	17661	0.5305	0	19.094	Proteobacteria	388489.0	0
ctg534|arrow|pilon	38496	0.6153	0	7.398	Proteobacteria	231499.0	0
ctg535|arrow|pilon	23522	0.3385	0	10.943	no-hit	0.0	0
ctg536|arrow|pilon	17829	0.6572	0	6.171	Proteobacteria	61982.0	0
ctg537|arrow|pilon	31492	0.6748	0	8.155	Proteobacteria	17446.0	0
ctg538|arrow|pilon	16646	0.6736	0	10.322	Proteobacteria	39168.0	0
ctg539|arrow|pilon	50973	0.6896	0	13.825	Proteobacteria	24618.0	0
ctg540|arrow|pilon	17626	0.5855	0	22.377	Proteobacteria	163282.0	0
ctg541|arrow|pilon	35084	0.5822	0	15.567	Proteobacteria	301626.0	0
ctg542|arrow|pilon	17637	0.6341	0	7.614	Proteobacteria	35720.0	0
ctg543|arrow|pilon	32591	0.5939	0	15.504	Proteobacteria	245055.0	0
ctg544|arrow|pilon	17325	0.6311	0	33.895	Actinobacteria	5458.0	0
ctg545|arrow|pilon	50722	0.6733	0	9.004	Proteobacteria	129439.0	0
ctg546|arrow|pilon	32459	0.6167	0	9.819	Proteobacteria	150234.0	0
ctg547|arrow|pilon	32511	0.332	0	9.456	no-hit	0.0	0
ctg548|arrow|pilon	22032	0.3225	0	11.887	no-hit	0.0	0
ctg549|arrow|pilon	16805	0.6018	0	11.111	Proteobacteria	137816.0	0
ctg550|arrow|pilon	16690	0.5895	0	8.65	Proteobacteria	148460.0	0
ctg551|arrow|pilon	31317	0.5506	0	16.737	Proteobacteria	271178.0	0
ctg552|arrow|pilon	33462	0.3335	0	10.229	no-hit	0.0	0
ctg553|arrow|pilon	19080	0.3189	0	10.982	no-hit	0.0	0
ctg554|arrow|pilon	37786	0.3237	0	8.909	no-hit	0.0	0
ctg555|arrow|pilon	14825	0.3299	0	7.922	no-hit	0.0	0
ctg557|arrow|pilon	17623	0.6519	0	6.301	Proteobacteria	53483.0	1
ctg556|arrow|pilon	20915	0.2509	0	125.151	no-hit	0.0	0
ctg558|arrow|pilon	26348	0.6601	0	8.989	Proteobacteria	50719.0	0
ctg559|arrow|pilon	16937	0.582	0	3.468	Proteobacteria	95023.0	0
ctg560|arrow|pilon	18832	0.6454	0	8.345	Proteobacteria	111020.0	0
ctg561|arrow|pilon	32950	0.6538	0	8.729	Proteobacteria	940.0	0
ctg562|arrow|pilon	19766	0.4279	0	46.862	Proteobacteria	200.0	0
ctg563|arrow|pilon	31448	0.6005	0	15.553	Proteobacteria	223635.0	0
ctg564|arrow|pilon	34283	0.6963	0	7.179	Proteobacteria	76985.0	0
ctg565|arrow|pilon	16581	0.7042	0	9.234	Proteobacteria	16411.0	0
ctg566|arrow|pilon	18465	0.5312	0	8.253	Proteobacteria	102583.0	0
ctg567|arrow|pilon	16898	0.4025	0	20.54	Arthropoda	2861.0	1
ctg568|arrow|pilon	16506	0.5818	0	22.051	Proteobacteria	145038.0	0
ctg569|arrow|pilon	48579	0.3322	0	10.492	Proteobacteria	2127.0	0
ctg570|arrow|pilon	33414	0.5741	0	11.308	Proteobacteria	261029.0	0
ctg572|arrow|pilon	24418	0.2043	0	0.064	no-hit	0.0	0
ctg571|arrow|pilon	24710	0.6567	0	15.459	Proteobacteria	47973.0	0
ctg573|arrow|pilon	16757	0.5626	0	17.237	Proteobacteria	182187.0	0
ctg575|arrow|pilon	15945	0.6831	0	3.566	Proteobacteria	19713.0	0
ctg574|arrow|pilon	24550	0.6911	0	7.173	Proteobacteria	23697.0	0
ctg576|arrow|pilon	15859	0.6903	0	9.111	Proteobacteria	17367.0	0
ctg577|arrow|pilon	15736	0.6087	0	15.508	Proteobacteria	136939.0	0
ctg578|arrow|pilon	37095	0.6007	0	14.615	Proteobacteria	347440.0	0
ctg579|arrow|pilon	26298	0.6381	0	8.876	Proteobacteria	134585.0	0
ctg580|arrow|pilon	23583	0.6459	0	9.92	Proteobacteria	22384.0	0
ctg581|arrow|pilon	15623	0.5939	0	16.496	Proteobacteria	127164.0	0
ctg582|arrow|pilon	15796	0.6184	0	11.172	Proteobacteria	70849.0	0
ctg583|arrow|pilon	15682	0.5671	0	13.498	Proteobacteria	121418.0	0
ctg584|arrow|pilon	27851	0.3384	0	13.471	no-hit	0.0	0
ctg585|arrow|pilon	23254	0.5888	0	20.261	Proteobacteria	166220.0	0
ctg587|arrow|pilon	16987	0.2885	0	0.0	Proteobacteria	815.0	0
ctg586|arrow|pilon	39606	0.3197	0	11.237	no-hit	0.0	0
ctg589|arrow|pilon	38728	0.6693	0	8.14	Proteobacteria	37352.0	0
ctg590|arrow|pilon	29076	0.6963	0	7.148	Proteobacteria	12648.0	0
ctg588|arrow|pilon	69800	0.5492	0	15.423	Proteobacteria	352972.0	0
ctg591|arrow|pilon	44302	0.6028	0	9.811	Proteobacteria	212851.0	0
ctg592|arrow|pilon	56322	0.5693	0	17.354	Proteobacteria	540947.0	0
ctg594|arrow|pilon	17722	0.5899	0	14.065	Proteobacteria	158384.0	0
ctg593|arrow|pilon	25356	0.559	0	104.682	Proteobacteria	87348.0	0
ctg596|arrow|pilon	14101	0.201	0	9.32	no-hit	0.0	0
ctg595|arrow|pilon	15692	0.6892	0	7.091	Proteobacteria	14886.0	0
ctg597|arrow|pilon	67572	0.3175	0	8.043	no-hit	0.0	0
ctg598|arrow|pilon	51345	0.6438	0	5.829	Proteobacteria	212388.0	0
ctg599|arrow|pilon	15825	0.5546	0	14.476	Proteobacteria	84692.0	0
ctg600|arrow|pilon	14608	0.6661	0	10.079	Proteobacteria	112102.0	0
ctg601|arrow|pilon	56400	0.574	0	14.32	Proteobacteria	332364.0	0
ctg602|arrow|pilon	38452	0.3349	0	9.163	no-hit	0.0	0
ctg604|arrow|pilon	45957	0.3433	0	1.31	no-hit	0.0	0
ctg603|arrow|pilon	14996	0.3178	0	19.965	no-hit	0.0	0
ctg607|arrow|pilon	14828	0.4537	0	0.226	Proteobacteria	780.0	0
ctg605|arrow|pilon	15506	0.6146	0	13.47	Proteobacteria	139668.0	0
ctg606|arrow|pilon	14693	0.5801	0	9.608	Proteobacteria	136328.0	0
ctg608|arrow|pilon	34272	0.5635	0	11.952	Proteobacteria	177072.0	0
ctg610|arrow|pilon	32474	0.5007	0	225.001	no-hit	0.0	0
ctg609|arrow|pilon	22577	0.6004	0	19.772	Proteobacteria	191742.0	0
ctg611|arrow|pilon	18706	0.5831	0	7.562	Proteobacteria	107830.0	0
ctg612|arrow|pilon	15831	0.5352	0	12.69	Proteobacteria	164805.0	0
ctg613|arrow|pilon	59329	0.6487	0	4.803	Proteobacteria	81248.0	1
ctg614|arrow|pilon	14748	0.6147	0	8.225	Proteobacteria	62293.0	0
ctg615|arrow|pilon	101698	0.6885	0	6.639	Proteobacteria	90536.0	0
ctg616|arrow|pilon	52149	0.6606	0	6.786	Proteobacteria	144221.0	0
ctg617|arrow|pilon	14738	0.6667	0	8.277	Proteobacteria	86534.0	0
ctg618|arrow|pilon	13645	0.6713	0	6.34	Proteobacteria	20906.0	0
ctg619|arrow|pilon	21475	0.5984	0	10.491	Proteobacteria	124412.0	0
ctg620|arrow|pilon	19820	0.5105	0	32.884	no-hit	0.0	0
ctg621|arrow|pilon	17629	0.5885	0	20.322	Proteobacteria	152542.0	0
ctg622|arrow|pilon	15112	0.3978	0	10.306	no-hit	0.0	0
ctg623|arrow|pilon	14617	0.6349	0	6.204	Proteobacteria	97998.0	0
ctg624|arrow|pilon	22691	0.6379	0	9.279	Bacteria-undef	14567.0	1
ctg625|arrow|pilon	17367	0.514	0	33.64	no-hit	0.0	0
ctg626|arrow|pilon	14665	0.5407	0	101.091	Proteobacteria	175382.0	0
ctg627|arrow|pilon	53116	0.6721	0	7.135	Proteobacteria	84498.0	0
ctg628|arrow|pilon	46390	0.5112	0	106.948	no-hit	0.0	0
ctg629|arrow|pilon	49957	0.6593	0	7.396	Proteobacteria	85796.0	0
ctg630|arrow|pilon	28433	0.6544	0	8.712	Proteobacteria	59368.0	0
ctg631|arrow|pilon	22421	0.7058	0	7.685	Proteobacteria	4972.0	0
ctg632|arrow|pilon	15587	0.6188	0	17.196	Proteobacteria	76140.0	0
ctg634|arrow|pilon	21981	0.333	0	0.514	Proteobacteria	3584.0	0
ctg633|arrow|pilon	66586	0.6904	0	6.238	Proteobacteria	44511.0	0
ctg635|arrow|pilon	16592	0.5888	0	15.366	Proteobacteria	127094.0	0
ctg637|arrow|pilon	15988	0.2695	0	0.942	Proteobacteria	3188.0	0
ctg636|arrow|pilon	14499	0.5882	0	14.428	Proteobacteria	126994.0	0
ctg638|arrow|pilon	14702	0.5471	0	9.037	Proteobacteria	56575.0	0
ctg639|arrow|pilon	14647	0.6921	0	7.755	Proteobacteria	11179.0	0
ctg640|arrow|pilon	29600	0.6037	0	5.835	Proteobacteria	18167.0	0
ctg641|arrow|pilon	16326	0.6632	0	8.246	Proteobacteria	72963.0	1
ctg642|arrow|pilon	51650	0.3338	0	7.028	Proteobacteria	4361.0	0
ctg643|arrow|pilon	14603	0.553	0	8.92	Proteobacteria	43706.0	1
ctg645|arrow|pilon	17294	0.5179	0	44.254	no-hit	0.0	0
ctg644|arrow|pilon	61613	0.6068	0	10.416	Proteobacteria	457681.0	0
ctg646|arrow|pilon	21541	0.6819	0	7.308	Proteobacteria	30142.0	0
ctg647|arrow|pilon	14826	0.6514	0	5.65	Proteobacteria	34424.0	1
ctg648|arrow|pilon	22669	0.329	0	8.228	no-hit	0.0	0
ctg649|arrow|pilon	37411	0.3195	0	6.572	no-hit	0.0	0
ctg650|arrow|pilon	14906	0.5404	0	20.958	Proteobacteria	143750.0	0
ctg652|arrow|pilon	14473	0.5842	0	22.084	Proteobacteria	135737.0	0
ctg653|arrow|pilon	14634	0.5819	0	11.536	Proteobacteria	119053.0	0
ctg651|arrow|pilon	15026	0.2416	0	127.562	no-hit	0.0	0
ctg654|arrow|pilon	18843	0.3292	0	17.635	no-hit	0.0	0
ctg655|arrow|pilon	13774	0.6467	0	6.373	Proteobacteria	73378.0	0
ctg656|arrow|pilon	13817	0.6284	0	8.158	Proteobacteria	45323.0	0
